Writer,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Dudley Moore,1,37886980.0,48000000.0,49.0,6.1
Larry Gelbart,2,215086980.0,63000000.0,137.0,13.5
William Kennedy,1,25928721.0,48000000.0,68.0,6.5
Ellen Furman,1,15436808.0,47500000.0,66.0,7.0
Robert Mazur,1,15436808.0,47500000.0,66.0,7.0
Chester Gould,1,103738726.0,47000000.0,68.0,6.2
Eric Heisserer,6,nan,176800000.0,324.0,38.199999999999996
Ted Chiang,1,100546139.0,47000000.0,81.0,7.9
Lou Holtz Jr.,1,60240295.0,47000000.0,56.0,6.1
Charles Addams,3,275923895.0,101000000.0,175.0,20.6
Alastair Fothergill,1,32011576.0,47000000.0,72.0,7.9
Mark Linfield,1,32011576.0,47000000.0,72.0,7.9
Leslie Megahey,1,32011576.0,47000000.0,72.0,7.9
Beverly D'Onofrio,1,30165536.0,47000000.0,43.0,6.5
Morgan Ward,1,30165536.0,47000000.0,43.0,6.5
Robert Moreland,2,45695361.0,84000000.0,64.0,9.0
Andre Sikojev,1,15589393.0,47000000.0,28.0,4.5
Stanislaw Lem,1,22168.0,47000000.0,93.0,8.0
Fridrikh Gorenshteyn,1,22168.0,47000000.0,93.0,8.0
Andrei Tarkovsky,1,22168.0,47000000.0,93.0,8.0
William Farmer,1,10547117.0,47000000.0,33.0,4.7
Valerie Martin,1,5707094.0,47000000.0,44.0,5.8
Christopher Hampton,8,149507539.0,184200000.0,588.0,56.5
Shûsaku Endô,1,7100177.0,46500000.0,79.0,7.2
Jaco Van Dormael,1,3622.0,46500000.0,63.0,7.7
Billy Crystal,1,93607673.0,46000000.0,44.0,5.7
Brannon Braga,1,92027888.0,46000000.0,71.0,7.6
Nikolaj Frobenius,1,67355513.0,46000000.0,78.0,7.2
Erik Skjoldbjærg,1,67355513.0,46000000.0,78.0,7.2
Aaron Guzikowski,2,127530302.0,71000000.0,121.0,14.5
Patrick Sheane Duncan,2,141601028.0,77000000.0,136.0,13.899999999999999
Dan Perrault,1,23988885.0,46000000.0,nan,6.3
Robin Moore,2,56900986.0,48200000.0,nan,10.5
Laird Koenig,1,5200986.0,46000000.0,nan,2.8
Paul Savage,1,5200986.0,46000000.0,nan,2.8
Paul Guay,2,221747222.0,83000000.0,117.0,13.100000000000001
Stephen Mazur,2,221747222.0,83000000.0,117.0,13.100000000000001
Tom S. Parker,1,130531208.0,45000000.0,38.0,5.0
Jim Jennewein,1,130531208.0,45000000.0,38.0,5.0
Pat Proft,5,365061116.0,139500000.0,204.0,27.3
Katie Ford,1,106807667.0,45000000.0,43.0,6.3
Caryn Lucas,1,106807667.0,45000000.0,43.0,6.3
Kay Cannon,3,354491853.0,91000000.0,169.0,19.299999999999997
Mickey Rapkin,3,354491853.0,91000000.0,169.0,19.299999999999997
Michael D. Weiss,1,101704370.0,45000000.0,57.0,5.8
Jennifer Flackett,2,118705503.0,80000000.0,116.0,12.1
Mark Levin,3,166712265.0,117000000.0,171.0,18.1
Alan J. Pakula,1,100768056.0,45000000.0,50.0,6.6
Meg Cabot,3,227821928.0,100000000.0,150.0,18.2
Gina Wendkos,3,264205706.0,120000000.0,122.0,17.9
Shonda Rhimes,3,170334131.0,57500000.0,97.0,13.0
Justin Zackham,3,154568077.0,93200000.0,116.0,18.8
Robert Getchell,1,92115211.0,45000000.0,65.0,6.7
Jason Segel,5,280157176.0,185000000.0,305.0,31.8
Anya Kochoff,2,115424160.0,70000000.0,49.0,11.1
Erin Cressida Wilson,4,82753172.0,78800000.0,209.0,26.0
Paula Hawkins,1,75395035.0,45000000.0,48.0,6.5
David Howard,1,71583916.0,45000000.0,70.0,7.4
Buddy Johnson,2,228328768.0,64000000.0,77.0,11.5
Mark Schwahn,2,76010557.0,60000000.0,77.0,12.8
Chap Taylor,1,66818548.0,45000000.0,69.0,6.5
Tom Junod,1,61704055.0,45000000.0,80.0,7.2
Gary Nadeau,1,58620973.0,45000000.0,31.0,5.8
John Shirley,1,57362582.0,45000000.0,nan,5.6
Alexandra Seros,1,57362582.0,45000000.0,nan,5.6
John Norville,1,53854588.0,45000000.0,60.0,6.4
Melville Shavelson,1,nan,45000000.0,nan,7.1
Mort Lachman,1,nan,45000000.0,nan,7.1
Madelyn Davis,1,nan,45000000.0,nan,7.1
Bo Berkman,1,718490.0,45000000.0,75.0,6.7
Douglas Adams,1,51085416.0,45000000.0,63.0,6.7
John Phillips,2,86045395.0,56500000.0,80.0,12.3
Bill Cosby,1,48116322.0,45000000.0,39.0,4.4
Charles Kipps,1,48116322.0,45000000.0,39.0,4.4
Don Winslow,1,47382068.0,45000000.0,59.0,6.4
Denis O'Neill,1,46816343.0,45000000.0,63.0,6.5
Ivan Menchell,1,46306208.0,45000000.0,31.0,6.5
Jeremy Haft,1,44922302.0,45000000.0,38.0,5.9
Eddie Gonzalez,1,44922302.0,45000000.0,38.0,5.9
Steven Bagatourian,1,44922302.0,45000000.0,38.0,5.9
J.B. Priestley,1,38399961.0,45000000.0,52.0,6.5
Lynne Reid Banks,1,35656131.0,45000000.0,58.0,6.0
Larry Cohen,2,78569832.0,56000000.0,116.0,13.6
Mike Flanagan,5,nan,60070000.0,nan,32.4
John A. Davis,2,109078767.0,70000000.0,124.0,11.899999999999999
John Nickle,1,28142535.0,45000000.0,59.0,5.8
Adam F. Goldberg,1,25200412.0,45000000.0,42.0,5.4
Julie Taymor,2,24880234.0,65000000.0,99.0,12.6
Richard Yates,1,22911480.0,45000000.0,69.0,7.3
Maurice G. Dantec,1,22532572.0,45000000.0,26.0,5.5
Mathieu Kassovitz,1,22532572.0,45000000.0,26.0,5.5
Éric Besnard,2,49999061.0,85000000.0,83.0,12.6
Kent Alexander,1,22345542.0,45000000.0,68.0,7.5
Peggy Webling,1,nan,45000000.0,91.0,7.8
Alison Peck,1,20150241.0,45000000.0,39.0,5.1
David Horvath,1,20150241.0,45000000.0,39.0,5.1
Chris Miller,2,162675014.0,48000000.0,132.0,13.5
Mary Hale,1,21075014.0,45000000.0,53.0,6.1
Friedrich Dürrenmatt,1,19733089.0,45000000.0,71.0,6.8
Jerzy Kromolowski,1,19733089.0,45000000.0,71.0,6.8
Mary Olson-Kromolowski,1,19733089.0,45000000.0,71.0,6.8
Ed Stone,2,19767315.0,46700000.0,107.0,12.0
Nate Hopper,1,17811382.0,45000000.0,45.0,5.7
Lee Falk,1,17323326.0,45000000.0,53.0,5.0
Bill Wolff,1,16809014.0,45000000.0,36.0,5.1
Robert Harris,1,15541549.0,45000000.0,77.0,7.2
Roman Polanski,5,nan,119200000.0,358.0,36.5
Cormac McCarthy,4,114914693.0,120000000.0,259.0,26.599999999999998
Oxide Chun Pang,2,46716830.0,57000000.0,60.0,10.7
Danny Pang,1,15298133.0,45000000.0,24.0,5.3
Bragi F. Schut,3,95470009.0,94000000.0,nan,17.9
Bruce Robinson,3,59827475.0,91000000.0,nan,19.4
Hunter S. Thompson,2,23790090.0,63500000.0,97.0,13.6
Caroline Thompson,5,302003731.0,157000000.0,286.0,34.3
Jeff Wadlow,4,78714772.0,81000000.0,146.0,22.900000000000002
Kevin VanHook,1,12561824.0,45000000.0,44.0,5.7
Susan Cooper,2,10914446.0,64000000.0,nan,10.5
James McBride,1,7919117.0,45000000.0,37.0,6.1
Dave Barry,1,7267307.0,45000000.0,47.0,6.4
Gabriel García Márquez,1,4607608.0,45000000.0,43.0,6.4
Carlo Collodi,4,nan,95489247.0,376.0,30.1
Ric Gibbs,1,2312463.0,45000000.0,nan,4.9
Lawrence Kasanoff,2,nan,75000000.0,nan,4.9
Joshua Wexler,2,nan,75000000.0,nan,4.9
Brent V. Friedman,1,nan,45000000.0,nan,1.3
J.D. Vance,1,nan,45000000.0,38.0,6.7
Tony Mendez,1,136025503.0,44500000.0,86.0,7.7
Joshuah Bearman,1,136025503.0,44500000.0,86.0,7.7
Jeb Stuart,5,296421743.0,144000000.0,nan,35.3
Lorenzo Carcaterra,1,53315285.0,44000000.0,49.0,7.5
Barry Levinson,3,104742628.0,69000000.0,170.0,20.799999999999997
Ben Sherwood,1,31162545.0,44000000.0,37.0,6.4
George Dawes Green,2,23441919.0,57500000.0,nan,11.5
Dan Sterling,2,36421446.0,84000000.0,119.0,13.3
Michael Cimino,4,nan,68600000.0,277.0,28.300000000000004
Mike Rich,4,201482238.0,148000000.0,213.0,28.2
Nancy M. Pimental,1,24718164.0,43000000.0,32.0,5.2
David Lagercrantz,1,14841338.0,43000000.0,43.0,6.1
Jay Basu,1,14841338.0,43000000.0,43.0,6.1
Siobhan Dowd,1,3740823.0,43000000.0,76.0,7.4
Lewis John Carlino,2,50339901.0,82500000.0,87.0,12.2
David Rabe,1,158348367.0,42000000.0,58.0,6.8
Jonah Hill,2,198771453.0,80000000.0,108.0,13.4
Patrick Hasburgh,1,138447667.0,42000000.0,69.0,7.2
Louisa May Alcott,2,216202428.0,57000000.0,182.0,15.6
Peter Lord,1,106834564.0,42000000.0,88.0,7.1
Anthony Hines,2,188560488.0,60000000.0,143.0,13.3
Dan Mazer,2,84306950.0,77000000.0,113.0,12.4
Joseph L. Mankiewicz,1,57777778.0,42000000.0,60.0,7.0
Ranald MacDougall,2,68333126.0,62000000.0,108.0,13.1
Sidney Buchman,2,57922516.0,43500000.0,133.0,15.1
Joseph Finder,2,48932571.0,82000000.0,80.0,12.0
Yuri Zeltser,1,41543917.0,42000000.0,48.0,6.4
Grace Cary Bickley,1,41543917.0,42000000.0,48.0,6.4
André Cayatte,1,41083864.0,42000000.0,nan,6.6
Gérard Oury,1,41083864.0,42000000.0,nan,6.6
John A. Keel,1,35746370.0,42000000.0,52.0,6.4
Michael G. Wilson,5,258887293.0,167500000.0,274.0,32.8
Stacy Sherman,1,26414527.0,42000000.0,22.0,5.3
Karen Ray,1,26414527.0,42000000.0,22.0,5.3
Liz Brixius,1,26414527.0,42000000.0,22.0,5.3
John Herzfeld,2,nan,47000000.0,55.0,11.0
Parker Bennett,2,21584741.0,66000000.0,nan,11.2
Terry Runte,1,20915465.0,42000000.0,35.0,4.1
Feng Li,2,64760113.0,54000000.0,174.0,15.4
Yimou Zhang,2,64760113.0,54000000.0,174.0,15.4
Bin Wang,2,64760113.0,54000000.0,174.0,15.4
Pablo F. Fenjves,1,18620000.0,42000000.0,40.0,6.6
Sngmoo Lee,1,5666340.0,42000000.0,45.0,6.2
Scott Reynolds,1,5666340.0,42000000.0,45.0,6.2
Peter Crabbe,1,4529843.0,42000000.0,18.0,4.5
Andy Rose,1,4529843.0,42000000.0,18.0,4.5
Jean-Pierre Jeunet,2,1435643.0,75000000.0,115.0,14.1
Guillaume Laurant,2,1435643.0,75000000.0,115.0,14.1
Alfred Cheung,1,22219192.0,41000000.0,38.0,5.2
Bennett Davlin,1,22219192.0,41000000.0,38.0,5.2
Gordon Chan,1,22219192.0,41000000.0,38.0,5.2
Howard Franklin,3,32249271.0,91000000.0,nan,18.9
Mark Obmascik,1,7204138.0,41000000.0,53.0,6.2
Barry Berman,1,1758963.0,40500000.0,31.0,5.2
Vonda N. McIntyre,1,1758963.0,40500000.0,31.0,5.2
Steve Faber,1,209273411.0,40000000.0,64.0,7.0
Bob Fisher,1,209273411.0,40000000.0,64.0,7.0
Rian Johnson,4,237456938.0,90450000.0,293.0,29.2
Ernestine Gilbreth Carey,1,138614544.0,40000000.0,46.0,5.9
Peter Berg,4,190471806.0,115000000.0,204.0,27.3
Marcus Luttrell,1,125095601.0,40000000.0,60.0,7.5
Patrick Robinson,1,125095601.0,40000000.0,60.0,7.5
Bob Gale,4,451870089.0,131000000.0,233.0,29.5
Kim Wilson,1,107533928.0,40000000.0,69.0,7.3
Kelly Candaele,1,107533928.0,40000000.0,69.0,7.3
Ben Mezrich,3,192036573.0,105000000.0,nan,21.6
Julie Powell,1,94125426.0,40000000.0,66.0,7.0
Julia Child,1,94125426.0,40000000.0,66.0,7.0
Greg Behrendt,1,93953653.0,40000000.0,47.0,6.4
Greg Coolidge,4,264804917.0,87000000.0,134.0,22.9
Jim Abrahams,4,nan,67100000.0,244.0,26.1
Jay Martel,1,90411453.0,40000000.0,34.0,6.0
Ian Roberts,1,90411453.0,40000000.0,34.0,6.0
Kevin Williamson,9,675109096.0,245000000.0,506.0,56.8
Melissa K. Stack,1,83911193.0,40000000.0,39.0,6.0
David DiGilio,1,81612565.0,40000000.0,64.0,7.3
Toshirô Ishidô,1,81612565.0,40000000.0,64.0,7.3
Koreyoshi Kurahara,1,81612565.0,40000000.0,64.0,7.3
Patricia Highsmith,4,nan,93300000.0,nan,27.1
James Fenimore Cooper,1,75505856.0,40000000.0,76.0,7.7
Paul Perez,1,75505856.0,40000000.0,76.0,7.7
Taylor Hackford,1,75331600.0,40000000.0,73.0,7.7
James L. White,1,75331600.0,40000000.0,73.0,7.7
Matt Charman,1,72313754.0,40000000.0,81.0,7.6
Barry L. Levy,2,79654960.0,80000000.0,72.0,12.2
Sean Moynihan,1,70839203.0,40000000.0,48.0,6.0
Jim Garrison,1,70405498.0,40000000.0,72.0,8.0
Jim Marrs,1,70405498.0,40000000.0,72.0,8.0
Darryl Quarles,4,259067795.0,140000000.0,121.0,19.299999999999997
Ric Roman Waugh,3,154891360.0,55850000.0,147.0,19.200000000000003
John Bellairs,1,68549695.0,40000000.0,57.0,6.1
Eric Kripke,2,115302077.0,60000000.0,89.0,10.3
Robert Schenkkan,2,80198416.0,60000000.0,155.0,15.1
Andrew Knight,2,71406256.0,62500000.0,121.0,15.1
J.H. Wyman,2,77740328.0,70000000.0,82.0,12.5
Eric Bress,3,171377607.0,79000000.0,98.0,18.9
Jeffrey Reddick,5,263455755.0,154000000.0,195.0,29.7
Chad Hayes,7,318081645.0,182658000.0,nan,39.8
Jason Filardi,2,196883746.0,60000000.0,87.0,12.0
Oliver Butcher,3,nan,53700000.0,152.0,20.0
Stephen Cornwell,4,nan,68700000.0,225.0,26.7
Didier Van Cauwelaert,2,127372794.0,43700000.0,112.0,13.6
David Veloz,1,58856790.0,40000000.0,49.0,6.4
Masayuki Suô,1,9499091.0,40000000.0,68.0,7.7
Stephen Fry,2,57067583.0,46000000.0,83.0,12.0
Gavin Scott,2,77302136.0,69000000.0,nan,12.100000000000001
Adam Rifkin,3,nan,75250000.0,nan,16.8
Todd McFarlane,1,54870175.0,40000000.0,34.0,5.2
Mark A.Z. Dippé,1,54870175.0,40000000.0,34.0,5.2
Jay Wolpert,1,54234062.0,40000000.0,61.0,7.7
Christopher Priest,1,53089891.0,40000000.0,66.0,8.5
David Auburn,2,59865442.0,60000000.0,116.0,13.5
Eun-Jeong Kim,1,52330111.0,40000000.0,52.0,6.8
Ji Na Yeo,1,52330111.0,40000000.0,52.0,6.8
Peter Hedges,5,109504766.0,91300000.0,331.0,35.099999999999994
Ahmet Zappa,1,51854875.0,40000000.0,47.0,6.6
Mel Gibson,2,421649565.0,65000000.0,115.0,15.0
Farhad Safinia,2,nan,65000000.0,95.0,15.0
Ivan Reitman,1,49851591.0,40000000.0,57.0,6.0
Marshall Brickman,3,103643167.0,46000000.0,223.0,21.9
Rick Elice,1,47047013.0,40000000.0,54.0,6.8
Harry Elfont,4,111807684.0,91000000.0,169.0,24.299999999999997
Michael Herr,3,188317358.0,101500000.0,244.0,23.900000000000002
Sally Robinson,1,45500797.0,40000000.0,43.0,6.0
Steve McQueen,2,46311634.0,46500000.0,156.0,14.0
Lynda La Plante,1,42402632.0,40000000.0,84.0,6.8
Nick Hornby,6,199521497.0,120500000.0,457.0,42.6
Kate Angelo,2,76033480.0,75000000.0,70.0,10.399999999999999
Allison Burnett,5,nan,107950000.0,nan,30.400000000000002
Nick Frost,1,37412945.0,40000000.0,57.0,6.9
Jason Conzelman,1,37134215.0,40000000.0,50.0,5.8
Byron Willinger,1,36343858.0,40000000.0,56.0,6.3
Philip de Blasi,1,36343858.0,40000000.0,56.0,6.3
Randall Jahnson,1,34416893.0,40000000.0,62.0,7.2
Adam Scheinman,1,33864342.0,40000000.0,49.0,5.9
Robert Kuhn,1,33864342.0,40000000.0,49.0,5.9
Susanna Fogel,2,56243031.0,46000000.0,136.0,13.1
David Iserson,1,33562069.0,40000000.0,52.0,6.0
Catherine Ryan Hyde,1,33519628.0,40000000.0,40.0,7.2
Steve Gordon,1,33035397.0,40000000.0,36.0,5.7
Kristofor Brown,1,32862104.0,40000000.0,41.0,5.7
Joshua Zetumer,1,31886361.0,40000000.0,69.0,7.3
Walter B. Gibson,1,32063435.0,40000000.0,50.0,6.0
Wayne Beach,2,31446214.0,55500000.0,64.0,11.4
Simon Barry,1,30208599.0,40000000.0,30.0,5.7
Tim Kelleher,1,29807260.0,40000000.0,35.0,6.4
Cathy Cash Spellman,1,29381494.0,40000000.0,17.0,5.1
Thomas Rickman,2,96564281.0,55000000.0,104.0,12.6
Clifford Green,1,29381494.0,40000000.0,17.0,5.1
Jonathan Larson,1,29077547.0,40000000.0,53.0,6.8
Stephen Chbosky,3,179243304.0,73000000.0,186.0,22.6
Neil Simon,2,nan,60000000.0,86.0,12.4
Scott Bindley,2,28887784.0,55500000.0,79.0,11.8
Richard Stanley,2,29316994.0,40850000.0,79.0,10.0
Ron Hutchinson,1,27663982.0,40000000.0,37.0,4.5
Nicolas Boukhrief,1,27466489.0,40000000.0,57.0,7.1
Gene Quintano,2,55053039.0,53000000.0,57.0,10.9
Philippa Gregory,1,26814957.0,40000000.0,50.0,6.7
Brendan O'Brien,4,277207342.0,126000000.0,207.0,23.6
Andrew Jay Cohen,4,277207342.0,126000000.0,207.0,23.6
Herman Raucher,1,25288103.0,40000000.0,27.0,6.7
Paul Yurick,1,25288103.0,40000000.0,27.0,6.7
Carey W. Hayes,5,242174957.0,107658000.0,221.0,28.0
Brian Rousso,1,25126214.0,40000000.0,36.0,5.6
Jim Burnstein,1,24332324.0,40000000.0,44.0,6.2
Vera Chapman,1,22510798.0,40000000.0,50.0,6.2
William Schifrin,1,22510798.0,40000000.0,50.0,6.2
Mike McAlary,1,22449000.0,40000000.0,50.0,6.1
Ken Hixon,3,28824795.0,56000000.0,139.0,18.8
Oliver Sacks,2,74461608.0,69000000.0,114.0,13.8
Steve Levitt,1,22365133.0,40000000.0,40.0,6.0
Philip Shelby,2,nan,60000000.0,66.0,11.3
Tony Mosher,1,21218403.0,40000000.0,38.0,5.7
Todd Berger,1,20706452.0,40000000.0,27.0,5.5
Dee Austin Robertson,1,20706452.0,40000000.0,27.0,5.5
Ken Lipper,1,20340204.0,40000000.0,62.0,6.2
Paul Schrader,7,nan,94400000.0,495.0,47.2
Michael Begler,1,20157300.0,40000000.0,61.0,6.5
Tom Rose,1,20157300.0,40000000.0,61.0,6.5
Sergio G. Sánchez,1,19019882.0,40000000.0,73.0,7.5
María Belón,1,19019882.0,40000000.0,73.0,7.5
Paul Thomas Anderson,9,170166075.0,237500000.0,759.0,66.69999999999999
Sofia Coppola,5,77949793.0,67000000.0,377.0,34.0
George Wallace,1,15767460.0,40000000.0,43.0,6.6
Ted Lewis,1,14967182.0,40000000.0,24.0,5.1
David McKenna,4,75158632.0,82100000.0,183.0,28.0
Eleazar Lipsky,1,14942422.0,40000000.0,72.0,5.9
Ben Hecht,7,nan,99500000.0,nan,52.3
Charles Lederer,1,14942422.0,40000000.0,72.0,5.9
John Scott Shepherd,2,37220235.0,78000000.0,73.0,11.2
H.F. Saint,1,14358033.0,40000000.0,48.0,6.0
Robert Collector,1,14358033.0,40000000.0,48.0,6.0
Anna Hamilton Phelan,1,14246488.0,40000000.0,37.0,5.8
Susan Butler,1,14246488.0,40000000.0,37.0,5.8
Darren Shan,1,13869515.0,40000000.0,43.0,5.8
Emily Fox,1,14071441.0,40000000.0,33.0,4.9
Jacquelyn Mitchard,1,13898649.0,40000000.0,45.0,6.3
Bill Naughton,1,13399812.0,40000000.0,49.0,6.2
Elaine Pope,1,13399812.0,40000000.0,49.0,6.2
Charles Shyer,2,83247160.0,55000000.0,108.0,12.4
Ingrid Bisu,1,13391791.0,40000000.0,51.0,6.2
Akela Cooper,2,24499222.0,45500000.0,77.0,11.7
Moshe Diamant,1,13258249.0,40000000.0,16.0,3.4
Josephine Coyle,1,13258249.0,40000000.0,16.0,3.4
Holly Payberg-Torroija,1,13258249.0,40000000.0,16.0,3.4
Jean-Patrick Manchette,1,10664749.0,40000000.0,39.0,5.8
Don MacPherson,1,10664749.0,40000000.0,39.0,5.8
Pete Travis,1,10664749.0,40000000.0,39.0,5.8
Travis Milloy,1,10330853.0,40000000.0,28.0,6.7
Christian Alvart,1,10330853.0,40000000.0,28.0,6.7
Adam Kennedy,1,nan,40000000.0,nan,5.1
Eric Hughes,1,nan,40000000.0,nan,5.1
Vijayendra Prasad,3,35102660.0,83000000.0,nan,24.299999999999997
S.S. Rajamouli,2,26924659.0,70000000.0,nan,16.2
C.H. Vijay Kumar,2,26924659.0,70000000.0,nan,16.2
Scott Windhauser,2,nan,40350000.0,nan,8.6
Jeff Dixon,1,6115825.0,40000000.0,35.0,5.1
Anthony Fingleton,1,6115825.0,40000000.0,35.0,5.1
Caroline Case,1,6285176.0,40000000.0,33.0,6.1
Peter Straughan,7,109568805.0,196000000.0,355.0,44.0
Donna Tartt,1,5332621.0,40000000.0,40.0,6.4
Timothy Scott Bogart,2,nan,48800000.0,nan,10.4
Mark Mullin,1,4842259.0,40000000.0,17.0,4.4
Michael Zaidan,1,4842259.0,40000000.0,17.0,4.4
Jean-Marie Poiré,1,4781539.0,40000000.0,38.0,5.7
Christian Clavier,1,4781539.0,40000000.0,38.0,5.7
Jacques Lob,1,4563650.0,40000000.0,84.0,7.1
Benjamin Legrand,1,4563650.0,40000000.0,84.0,7.1
Jean-Marc Rochette,1,4563650.0,40000000.0,84.0,7.1
Ben Fountain,1,1738477.0,40000000.0,53.0,6.2
Jean-Christophe Castelli,1,1738477.0,40000000.0,53.0,6.2
John Brownjohn,2,20303161.0,78000000.0,76.0,12.7
Gérard Brach,1,1641825.0,40000000.0,32.0,6.0
Patrick J. Cowan,1,694782.0,40000000.0,27.0,4.3
Carl Dream,1,694782.0,40000000.0,27.0,4.3
Jennifer Jones-Mitchell,1,694782.0,40000000.0,27.0,4.3
Richard Shepard,3,14088078.0,57000000.0,174.0,19.6
Scott Anderson,1,969869.0,40000000.0,54.0,6.8
John Woo,1,627047.0,40000000.0,73.0,7.3
Khan Chan,1,627047.0,40000000.0,73.0,7.3
Cheng Kuo,1,627047.0,40000000.0,73.0,7.3
Steve Fishman,1,464275.0,40000000.0,47.0,5.7
Joyce Chan,1,nan,40000000.0,nan,6.8
Koon-Chung Chan,1,nan,40000000.0,nan,6.8
Kang-Chien Chiu,1,nan,40000000.0,nan,6.8
M.J. Bassett,1,nan,40000000.0,48.0,6.1
Mark Espiner,1,nan,40000000.0,nan,6.4
Tom Espiner,1,nan,40000000.0,nan,6.4
Dan Jones,1,nan,40000000.0,nan,6.4
Cam Cannon,1,nan,40000000.0,30.0,5.3
Richard Rionda Del Castro,1,nan,40000000.0,30.0,5.3
Bill Borden,1,nan,40000000.0,nan,6.3
Terry Izumi,1,nan,40000000.0,nan,6.3
Yuefeng Song,1,nan,40000000.0,nan,6.3
Jim Mahoney,1,nan,40000000.0,65.0,8.2
Zach Lewis,1,nan,40000000.0,65.0,8.2
Tracy Letts,4,nan,79000000.0,223.0,25.700000000000003
A.J. Finn,1,nan,40000000.0,41.0,5.7
Angela Russo-Otstot,1,nan,40000000.0,44.0,6.6
Jessica Goldberg,1,nan,40000000.0,44.0,6.6
Nico Walker,1,nan,40000000.0,44.0,6.6
Stephan Pastis,1,nan,40000000.0,60.0,6.0
Jen D'Angelo,1,nan,40000000.0,56.0,6.0
David Kirschner,2,nan,68000000.0,99.0,12.9
Blake Harris,1,nan,40000000.0,56.0,6.0
Audrey Niffenegger,1,63414846.0,39000000.0,47.0,7.1
David Newman,3,nan,66500000.0,169.0,17.6
Karen Leigh Hopkins,1,42674040.0,39000000.0,26.0,5.6
Leonard Ripps,1,35291068.0,39000000.0,74.0,6.9
Tim Burton,3,145054947.0,89000000.0,231.0,22.200000000000003
Nat Hiken,1,30356793.0,39000000.0,47.0,5.8
Michael Davis,1,12807139.0,39000000.0,49.0,6.6
Jackie Kallen,1,5884190.0,39000000.0,36.0,5.3
Cheryl Edwards,2,96941196.0,52000000.0,89.0,11.5
Ken Li,1,144745925.0,38000000.0,58.0,6.8
Erik Bergquist,1,144745925.0,38000000.0,58.0,6.8
Douglas J. Eboch,1,127223418.0,38000000.0,45.0,6.2
C. Jay Cox,3,144792386.0,46850000.0,119.0,18.9
Nicole Eastman,1,88915214.0,38000000.0,28.0,6.4
Karen McCullah,6,328510963.0,154000000.0,310.0,38.3
Kirsten Smith,6,328510963.0,154000000.0,310.0,38.3
Ronald D. Moore,1,75671125.0,38000000.0,55.0,6.6
Dav Pilkey,1,73921000.0,38000000.0,69.0,6.2
Ian Helfer,1,60323786.0,38000000.0,39.0,6.2
Sara Gruen,1,58709717.0,38000000.0,52.0,6.9
Ian Deitchman,1,53374681.0,38000000.0,39.0,6.5
Kristin Rusk Robinson,1,53374681.0,38000000.0,39.0,6.5
Rubin 'Hurricane' Carter,1,50699241.0,38000000.0,74.0,7.6
Sam Chaiton,1,50699241.0,38000000.0,74.0,7.6
Terry Swinton,1,50699241.0,38000000.0,74.0,7.6
Robert Dunn,1,40336607.0,38000000.0,47.0,6.2
David Bourla,1,31811527.0,38000000.0,36.0,6.1
Robert Kimmel Smith,1,21277892.0,38000000.0,34.0,5.7
Arturo Pérez-Reverte,1,18661336.0,38000000.0,44.0,6.7
Enrique Urbizu,1,18661336.0,38000000.0,44.0,6.7
Sean Flynn,1,18343983.0,38000000.0,72.0,7.6
Michael Palmer,1,17380126.0,38000000.0,56.0,6.2
Bill Lancaster,2,51841090.0,73000000.0,141.0,15.5
John W. Campbell Jr.,1,19629760.0,38000000.0,57.0,8.2
John Stockwell,2,57398929.0,68000000.0,115.0,12.0
Luke Davies,3,72057203.0,75000000.0,204.0,22.2
Paulette Jiles,1,12668325.0,38000000.0,73.0,6.8
Ollie Masters,1,12180032.0,38000000.0,35.0,5.6
Ming Doyle,1,12180032.0,38000000.0,35.0,5.6
Charles Gieg Jr.,1,10292300.0,38000000.0,53.0,6.6
Felix Sutton,1,10292300.0,38000000.0,53.0,6.6
Todd Robinson,3,14276101.0,76000000.0,144.0,19.299999999999997
Jeanne Duprau,1,7873007.0,38000000.0,58.0,6.4
Jacques Audiard,2,3404875.0,47000000.0,154.0,14.100000000000001
Thomas Bidegain,2,3404875.0,47000000.0,154.0,14.100000000000001
Patrick DeWitt,1,3143056.0,38000000.0,78.0,6.9
George Durham,1,623374.0,38000000.0,29.0,5.2
Scott Busby,1,623374.0,38000000.0,29.0,5.2
Martin Copeland,1,623374.0,38000000.0,29.0,5.2
David Leland,2,nan,46000000.0,nan,10.9
Jon Hartmere,1,108252517.0,37500000.0,46.0,7.0
Éric Toledano,2,nan,38500000.0,nan,14.4
Olivier Nakache,2,nan,38500000.0,nan,14.4
Shauna Cross,4,122452587.0,89500000.0,193.0,24.900000000000002
Heather Hach,2,151382535.0,63500000.0,111.0,12.0
Heidi Murkoff,1,41152203.0,37500000.0,41.0,5.7
Robert Gallagher,1,9793406.0,37500000.0,58.0,7.2
Aaron Covington,1,109778883.0,37000000.0,82.0,7.6
Aaron Stockard,2,112479224.0,56000000.0,146.0,15.1
Karen Janszen,4,158548743.0,93000000.0,209.0,26.7
Noam Dromi,2,114311312.0,73000000.0,122.0,13.2
Mark Perez,2,86259055.0,57000000.0,103.0,11.100000000000001
Joseph Kwong,1,48006762.0,37000000.0,55.0,6.0
Paula Mazur,1,48006762.0,37000000.0,55.0,6.0
Robb Cullen,1,44875481.0,37000000.0,31.0,5.5
