Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Neal McDonough,3,10754655.0,63500000.0,101.0,16.7
Alessandro Nivola,4,46618046.0,96000000.0,229.0,25.299999999999997
Leslie Odom Jr.,3,107184608.0,97000000.0,nan,18.0
Aubrey Plaza,3,13998751.0,52250000.0,184.0,19.0
Heidi Klum,1,5801249.0,50000000.0,28.0,4.8
Richard Brake,2,6217791.0,51500000.0,80.0,10.5
Elly Curtis,1,5437971.0,50000000.0,45.0,5.4
Timothy Spall,7,23330079.0,95000000.0,471.0,48.800000000000004
Abhay Deol,1,nan,50000000.0,nan,7.3
Emraan Hashmi,1,nan,50000000.0,nan,7.3
Kalki Koechlin,1,nan,50000000.0,nan,7.3
Isabela Merced,4,195629630.0,162000000.0,230.0,26.0
Eugenio Derbez,3,nan,64000000.0,nan,19.3
Dev Patel,7,257196125.0,132900000.0,474.0,50.6
Andrew Dice Clay,1,21413502.0,49000000.0,24.0,6.4
Wayne Newton,1,21413502.0,49000000.0,24.0,6.4
Alison Doody,1,197171806.0,48000000.0,65.0,8.2
Brian Cox,8,nan,135500000.0,458.0,51.8
Maggie Grace,6,417794409.0,202000000.0,249.0,37.5
Julie Andrews,7,nan,162200000.0,nan,45.800000000000004
Amy Smart,8,253170659.0,142000000.0,364.0,53.1
Whoopi Goldberg,8,479699062.0,234000000.0,nan,51.400000000000006
Mary McCormack,5,145808240.0,113000000.0,231.0,32.1
Frances O'Connor,3,46566121.0,63250000.0,167.0,19.4
Gregory Hines,3,81933952.0,99000000.0,159.0,19.5
Julie Benz,3,53922167.0,85500000.0,98.0,18.6
Matthew Marsden,1,42754105.0,47500000.0,46.0,7.0
Raul Julia,4,309347416.0,136000000.0,209.0,24.6
Anggun,1,32011576.0,47000000.0,72.0,7.9
Adam Garcia,3,120282873.0,107000000.0,103.0,16.9
Patrick Warburton,3,nan,64650000.0,119.0,18.1
Natalya Bondarchuk,1,22168.0,47000000.0,93.0,8.0
Donatas Banionis,1,22168.0,47000000.0,93.0,8.0
Jüri Järvet,1,22168.0,47000000.0,93.0,8.0
George Cole,1,5707094.0,47000000.0,44.0,5.8
Sarah Polley,7,nan,122300000.0,nan,48.99999999999999
Dermot Mulroney,13,nan,253800000.0,nan,82.6
Jeremy Suarez,2,nan,66000000.0,nan,12.5
Rick Moranis,4,293018969.0,143700000.0,213.0,26.0
Laurence Olivier,4,nan,67288000.0,nan,25.4
Ben Gazzara,3,17169986.0,57500000.0,nan,17.4
Maura Tierney,3,203531535.0,96000000.0,165.0,19.6
Amanda Donohoe,1,181410615.0,45000000.0,70.0,6.9
David Foley,1,162798565.0,45000000.0,77.0,7.2
Rosie O'Donnell,2,157101256.0,58000000.0,nan,10.9
Charlie Sheen,8,nan,213500000.0,nan,44.00000000000001
Regina Hall,7,478049153.0,179000000.0,398.0,41.400000000000006
Rebel Wilson,6,443627241.0,184000000.0,299.0,37.0
Aníta Briem,2,102890908.0,65000000.0,88.0,10.899999999999999
Sam Shepard,5,129516614.0,109500000.0,363.0,36.199999999999996
Callum Blue,3,nan,90000000.0,nan,18.299999999999997
Sean Hayes,2,137804726.0,75000000.0,98.0,12.5
Brad Renfro,4,98730789.0,65100000.0,162.0,25.5
Michael Vartan,4,151204738.0,120000000.0,nan,24.900000000000002
Haley Bennett,3,98206885.0,52000000.0,127.0,17.1
Antony Acker,1,71308997.0,45000000.0,29.0,5.3
Stephen Dorff,10,nan,209000000.0,nan,54.0
Rick Gonzalez,2,87529313.0,65500000.0,84.0,12.0
Robert Ri'chard,1,67264877.0,45000000.0,57.0,7.3
Gio Perez,1,67061228.0,45000000.0,22.0,5.5
Kim Staunton,1,66818548.0,45000000.0,69.0,6.5
Eric Stoltz,4,67102166.0,94500000.0,208.0,23.800000000000004
Scott Speedman,6,nan,95100000.0,272.0,38.5
Matthew Rhys,1,61704055.0,45000000.0,80.0,7.2
Martine McCutcheon,1,59696144.0,45000000.0,55.0,7.6
Brian Kerwin,2,63332193.0,55000000.0,63.0,9.7
Olivia Munn,3,199126229.0,82000000.0,154.0,18.200000000000003
Don Johnson,4,nan,82000000.0,184.0,22.9
Lucille Ball,1,nan,45000000.0,nan,7.1
Henry Fonda,5,nan,57540000.0,nan,38.7
Van Johnson,2,nan,47627000.0,nan,14.0
Josh Hamilton,4,68410775.0,82500000.0,268.0,27.5
Samuel Gould,1,718490.0,45000000.0,75.0,6.7
Yasiin Bey,7,148519547.0,124500000.0,395.0,44.20000000000001
Oded Fehr,2,nan,48500000.0,nan,12.100000000000001
Andrew Barth Feldman,1,50452282.0,45000000.0,59.0,6.4
Laura Benanti,1,50452282.0,45000000.0,59.0,6.4
Kenan Thompson,1,48116322.0,45000000.0,39.0,4.4
Kyla Pratt,1,48116322.0,45000000.0,39.0,4.4
Omarion,2,88480132.0,53000000.0,76.0,8.2
Wendi McLendon-Covey,3,158189023.0,104000000.0,122.0,17.8
Demetrius Shipp Jr.,2,45778196.0,53000000.0,105.0,10.8
Kat Graham,2,nan,65000000.0,74.0,10.9
Timothy Hutton,4,85012245.0,74800000.0,204.0,25.6
Hal Scardino,1,35656131.0,45000000.0,58.0,6.0
Litefoot,1,35656131.0,45000000.0,58.0,6.0
Lindsay Crouse,1,35656131.0,45000000.0,58.0,6.0
Ariana Greenblatt,1,32062904.0,45000000.0,40.0,5.4
Chloe Coleman,2,nan,63000000.0,86.0,11.7
Kyliegh Curran,1,31581712.0,45000000.0,59.0,7.3
Rowan Atkinson,4,74102673.0,145000000.0,192.0,25.1
Natalie Imbruglia,1,28082366.0,45000000.0,51.0,6.2
Ashley Tisdale,5,nan,87200000.0,nan,24.5
Robert Hoffman,2,83218195.0,62500000.0,92.0,11.600000000000001
Carter Jenkins,1,25200412.0,45000000.0,42.0,5.4
Joe Anderson,1,24602291.0,45000000.0,56.0,7.3
Christopher Fitzgerald,1,22911480.0,45000000.0,69.0,7.3
Mélanie Thierry,1,22532572.0,45000000.0,26.0,5.5
Paul Walter Hauser,1,22345542.0,45000000.0,68.0,7.5
Brandon Stanley,1,22345542.0,45000000.0,68.0,7.5
Colin Clive,1,nan,45000000.0,91.0,7.8
Mae Clarke,1,nan,45000000.0,91.0,7.8
Boris Karloff,1,nan,45000000.0,91.0,7.8
Keenen Ivory Wayans,2,49743682.0,55000000.0,nan,11.3
Bob Gunton,3,59274143.0,76500000.0,138.0,18.700000000000003
Kelly Clarkson,2,25079124.0,57000000.0,53.0,7.0
Nick Jonas,1,20150241.0,45000000.0,39.0,5.1
Janelle Monáe,3,232839683.0,87000000.0,179.0,19.599999999999998
Zack Duhame,1,21075014.0,45000000.0,53.0,6.1
Patricia Clarkson,10,200040395.0,149800000.0,644.0,67.80000000000001
Kristy Swanson,2,20926210.0,48000000.0,68.0,10.4
Treat Williams,5,77882771.0,174000000.0,nan,28.7
Megan Mullally,2,16811977.0,45500000.0,99.0,11.2
Olivia Williams,3,32842835.0,62000000.0,216.0,21.4
Henry Thomas,4,nan,63700000.0,249.0,26.499999999999996
Charlie Yeung,1,15298133.0,45000000.0,24.0,5.3
Shahkrit Yamnarm,1,15298133.0,45000000.0,24.0,5.3
Powers Boothe,2,26792213.0,56000000.0,130.0,14.3
Aisling Franciosi,1,13637180.0,45000000.0,nan,6.1
Liam Cunningham,2,15473269.0,53300000.0,nan,13.6
Olivia Thirlby,4,68418774.0,103800000.0,229.0,26.5
Anthony Heald,1,11203026.0,45000000.0,nan,6.1
Falk Hentschel,1,10763520.0,45000000.0,40.0,6.2
Eiza González,1,12561824.0,45000000.0,44.0,5.7
Sam Heughan,1,12561824.0,45000000.0,44.0,5.7
Alexander Ludwig,3,39397903.0,69000000.0,131.0,17.0
Christopher Eccleston,3,150433510.0,70000000.0,185.0,19.8
Derek Luke,5,166452820.0,119000000.0,269.0,31.8
Laz Alonso,3,54102866.0,72000000.0,122.0,16.8
Giovanna Mezzogiorno,1,4607608.0,45000000.0,43.0,6.4
Dickie Jones,3,252762501.0,60489247.0,297.0,22.5
Christian Rub,3,252762501.0,60489247.0,297.0,22.5
Mel Blanc,3,252762501.0,60489247.0,297.0,22.5
Haylie Duff,1,nan,45000000.0,nan,1.3
Gabriel Basso,2,nan,55000000.0,nan,13.100000000000001
Charles Napier,1,150415432.0,44000000.0,47.0,6.5
Randall Park,1,6105175.0,44000000.0,52.0,6.5
Michael McDonald,1,159582188.0,43000000.0,60.0,6.6
Rob Brown,3,96340186.0,110500000.0,175.0,21.1
Beau Gadsdon,1,14841338.0,43000000.0,43.0,6.1
Sverrir Gudnason,2,15072684.0,50500000.0,106.0,13.0
Thomasin McKenzie,2,43498531.0,57000000.0,123.0,14.9
Lewis MacDougall,1,3740823.0,43000000.0,76.0,7.4
Richard McCabe,1,116089678.0,42000000.0,68.0,7.2
Julia Sawalha,1,106834564.0,42000000.0,88.0,7.1
Phil Daniels,1,106834564.0,42000000.0,88.0,7.1
Robin Givens,1,70052444.0,42000000.0,45.0,5.6
Gustaf Hammarsten,1,60054530.0,42000000.0,54.0,5.9
Clifford Bañagale,1,60054530.0,42000000.0,54.0,5.9
Elizabeth Taylor,2,nan,45000000.0,144.0,14.9
Richard Burton,4,nan,71000000.0,nan,25.2
Rex Harrison,2,130338489.0,59000000.0,155.0,14.8
Amy Schumer,3,204860479.0,109000000.0,168.0,16.5
Kim Caramele,1,45852178.0,42000000.0,45.0,4.7
Henry Winkler,2,206781964.0,65000000.0,81.0,12.5
Barbra Streisand,5,193625458.0,148000000.0,nan,32.8
Lauren Bacall,4,nan,77400000.0,nan,25.1
Lukas Haas,4,110150037.0,59150000.0,247.0,26.5
David Eigenberg,1,35746370.0,42000000.0,52.0,6.4
Timothy Dalton,2,85852912.0,82000000.0,117.0,13.3
Robert Davi,2,nan,42250000.0,nan,14.2
Carey Lowell,1,34667015.0,42000000.0,58.0,6.6
Jason O'Mara,1,26414527.0,42000000.0,22.0,5.3
Daniel Sunjata,1,26414527.0,42000000.0,22.0,5.3
Bob Hoskins,7,nan,137500000.0,nan,42.8
Maggie Cheung,1,53710019.0,42000000.0,85.0,7.9
Jang Dong-Gun,2,6335965.0,72000000.0,98.0,11.8
Dean Stockwell,1,4529843.0,42000000.0,18.0,4.5
Ernest Borgnine,4,nan,55500000.0,nan,22.9
Dany Boon,1,1262079.0,42000000.0,62.0,7.1
André Dussollier,1,1262079.0,42000000.0,62.0,7.1
Nicolas Marié,1,1262079.0,42000000.0,62.0,7.1
Eminem,1,116750901.0,41000000.0,77.0,7.2
Lee Evans,2,22220292.0,43000000.0,93.0,11.5
Haley Joel Osment,7,440173377.0,185000000.0,nan,43.0
Ralph Macchio,4,260920915.0,69000000.0,233.0,29.2
Pat Morita,2,182154552.0,48000000.0,120.0,14.6
Jennifer Ehle,1,166167230.0,40000000.0,46.0,4.2
Choi Min-sik,2,129091198.0,43000000.0,138.0,14.8
Lea Thompson,6,nan,125500000.0,231.0,32.6
Lori Petty,3,189308229.0,85000000.0,194.0,18.7
Chris Messina,3,127734012.0,50900000.0,153.0,20.0
Tika Sumpter,2,226160030.0,65000000.0,73.0,12.0
Alison Brie,1,90411453.0,40000000.0,34.0,6.0
David Arquette,10,500461252.0,226000000.0,nan,62.79999999999999
Rob Riggle,5,276776870.0,126800000.0,181.0,29.9
Kate Upton,1,83911193.0,40000000.0,39.0,6.0
Russell Means,2,91439362.0,59000000.0,95.0,11.9
Regina King,5,231071595.0,109000000.0,306.0,32.6
Rashida Jones,2,nan,80000000.0,135.0,15.2
Jack Lemmon,6,nan,83883848.0,457.0,46.0
Emily Procter,1,70165972.0,40000000.0,34.0,4.8
Nia Long,10,410195683.0,141500000.0,474.0,61.70000000000001
Frederick Schmidt,1,69030436.0,40000000.0,45.0,6.4
Owen Vaccaro,1,68549695.0,40000000.0,57.0,6.1
Luke Bracey,3,118993947.0,81000000.0,138.0,21.1
Nick Zano,1,66477700.0,40000000.0,30.0,5.1
Krista Allen,2,66533831.0,43200000.0,73.0,11.3
Andrew Fiscella,1,66477700.0,40000000.0,30.0,5.1
Ruairi O'Connor,1,65631050.0,40000000.0,53.0,6.3
Matthew Perry,5,165258592.0,143000000.0,173.0,29.9
January Jones,2,127372794.0,43700000.0,112.0,13.6
Elisabeth Moss,7,321909380.0,110900000.0,469.0,46.0
Kôji Yakusho,2,nan,40010000.0,138.0,15.2
Tamiyo Kusakari,1,9499091.0,40000000.0,68.0,7.7
Naoto Takenaka,1,9499091.0,40000000.0,68.0,7.7
Gregory Smith,2,81252595.0,53000000.0,nan,12.100000000000001
Michael Jai White,4,nan,51500000.0,nan,20.1
Christopher Adamson,1,54234062.0,40000000.0,61.0,7.7
CJ Adams,2,nan,41800000.0,nan,11.1
Maryam d'Abo,2,nan,70000000.0,nan,11.100000000000001
Jeroen Krabbé,2,73586051.0,62000000.0,82.0,11.4
Gerardo Taracena,1,50866635.0,40000000.0,68.0,7.8
Raoul Max Trujillo,1,50866635.0,40000000.0,68.0,7.8
Dalia Hernández,1,50866635.0,40000000.0,68.0,7.8
Scott Porter,3,94542627.0,68000000.0,123.0,16.2
Debra Winger,5,270620101.0,115000000.0,nan,33.9
Daryl Hannah,4,135984690.0,103000000.0,210.0,23.7
Joy Bryant,3,99971212.0,92500000.0,154.0,19.2
John Lloyd Young,1,47047013.0,40000000.0,54.0,6.8
Erich Bergen,1,47047013.0,40000000.0,54.0,6.8
Michael Lomenda,1,47047013.0,40000000.0,54.0,6.8
Patrick Dempsey,3,209841754.0,99000000.0,146.0,19.6
Lorraine Bracco,2,50152774.0,75000000.0,nan,12.9
José Wilker,1,45500797.0,40000000.0,43.0,6.0
Nicholas D'Agosto,1,42587643.0,40000000.0,50.0,5.9
Emma Bell,1,42587643.0,40000000.0,50.0,5.9
Arlen Escarpeta,1,42587643.0,40000000.0,50.0,5.9
Jimmy Fallon,1,42071069.0,40000000.0,56.0,6.2
Jason Spevack,1,42071069.0,40000000.0,56.0,6.2
Reiko Aylesworth,1,41797066.0,40000000.0,29.0,4.6
Steven Pasquale,1,41797066.0,40000000.0,29.0,4.6
Shareeka Epps,2,44495004.0,40700000.0,114.0,11.7
Rob Corddry,3,101145680.0,90000000.0,128.0,16.5
Anthony LaPaglia,2,139854116.0,55000000.0,86.0,12.1
Julene Renee,1,37134215.0,40000000.0,50.0,5.8
Kyle MacLachlan,3,59585417.0,98000000.0,137.0,19.5
Justin Theroux,4,80557434.0,83000000.0,261.0,28.6
Blanka Györfi-Tóth,1,33562069.0,40000000.0,52.0,6.0
Josh Peck,4,nan,68100000.0,nan,22.0
Alex Frost,2,34129059.0,43000000.0,111.0,12.8
Robert Knepper,1,31715062.0,40000000.0,51.0,6.1
Natalya Rudakova,1,31715062.0,40000000.0,51.0,6.1
Adewale Akinnuoye-Agbaje,2,31476325.0,70000000.0,97.0,13.0
June Diane Raphael,1,30316271.0,40000000.0,67.0,6.8
Maury Chaykin,2,37947648.0,58000000.0,95.0,12.7
Jimmy Smits,1,29381494.0,40000000.0,17.0,5.1
Taye Diggs,6,190632750.0,104500000.0,290.0,36.4
Wilson Jermaine Heredia,1,29077547.0,40000000.0,53.0,6.8
John Cleese,5,119636865.0,86400000.0,354.0,35.7
Holt McCallany,1,27466489.0,40000000.0,57.0,7.1
Justin Chambers,1,27073640.0,40000000.0,27.0,4.7
Catherine Deneuve,5,36737157.0,68400000.0,nan,33.800000000000004
Mena Suvari,4,42789776.0,69000000.0,154.0,22.1
Ryan Simpkins,2,25783680.0,42000000.0,96.0,12.2
James Remar,6,nan,90020000.0,nan,28.4
Jessalyn Gilsig,2,nan,64000000.0,nan,11.0
Andrea Corr,1,22510798.0,40000000.0,50.0,6.2
Mira Sorvino,8,nan,131800000.0,nan,49.39999999999999
Kelly McGillis,5,271441945.0,71750000.0,296.0,32.2
Monet Mazur,1,21215059.0,40000000.0,41.0,4.1
Elizabeth Berkley,2,20360625.0,43500000.0,68.0,10.5
Gina Gershon,2,24153014.0,44500000.0,81.0,12.3
John Pingayak,1,20157300.0,40000000.0,61.0,6.5
Cliff Curtis,1,18450127.0,40000000.0,26.0,5.8
Alana Haim,1,17318007.0,40000000.0,90.0,7.1
Cooper Hoffman,1,17318007.0,40000000.0,90.0,7.1
Algee Smith,1,16790139.0,40000000.0,77.0,7.3
Jason Schwartzman,7,nan,124200000.0,439.0,47.9
Rip Torn,4,44349820.0,61500000.0,170.0,23.4
Rachael Leigh Cook,7,nan,175000000.0,nan,35.99999999999999
Tony Shalhoub,1,14448589.0,40000000.0,31.0,5.7
Isabelle Adjani,4,18427599.0,87000000.0,248.0,25.099999999999998
Chevy Chase,7,232684882.0,137000000.0,nan,40.300000000000004
Chris Massoglia,1,13869515.0,40000000.0,43.0,5.8
Mary-Kate Olsen,2,41937012.0,57000000.0,73.0,10.4
Ashley Olsen,1,14071441.0,40000000.0,33.0,4.9
Annabelle Wallis,2,97676043.0,46500000.0,88.0,11.600000000000001
Maddie Hasson,1,13391791.0,40000000.0,51.0,6.2
George Young,1,13391791.0,40000000.0,51.0,6.2
Stephen Rea,6,nan,78100000.0,326.0,35.3
Bernie Mac,5,200995041.0,158200000.0,269.0,30.5
Sharon Leal,5,nan,75500000.0,nan,30.8
Jasmine Trinca,1,10664749.0,40000000.0,39.0,5.8
Eileen Essell,1,9692135.0,40000000.0,50.0,5.9
Jason Robards,5,nan,111716946.0,nan,34.900000000000006
Richard Jordan,2,nan,47000000.0,nan,11.899999999999999
David Selby,2,nan,43500000.0,nan,13.5
Prabhas,2,26924659.0,70000000.0,nan,16.2
Rana Daggubati,2,26924659.0,70000000.0,nan,16.2
Anushka Shetty,2,26924659.0,70000000.0,nan,16.2
Toby Kebbell,3,7655557.0,50125000.0,149.0,18.9
Ryan Kwanten,3,nan,62900000.0,118.0,17.2
Shane Brolly,2,58255866.0,62000000.0,75.0,13.1
Vincent D'Onofrio,11,nan,243000000.0,nan,71.39999999999999
Devon Sawa,4,67611577.0,89000000.0,96.0,22.6
Bridgette Wilson-Sampras,3,68167750.0,72000000.0,73.0,15.399999999999999
Christian Clavier,1,4781539.0,40000000.0,38.0,5.7
Joe Alwyn,1,1738477.0,40000000.0,53.0,6.2
Arturo Castro,1,1738477.0,40000000.0,53.0,6.2
Walter Matthau,5,nan,106800000.0,297.0,35.2
Cris Campion,1,1641825.0,40000000.0,32.0,6.0
Damien Thomas,1,1641825.0,40000000.0,32.0,6.0
Takeshi Kaneshiro,2,11677141.0,52000000.0,162.0,14.8
Fengyi Zhang,1,627047.0,40000000.0,73.0,7.3
Cecilia Yip,1,nan,40000000.0,nan,6.8
Leslie Cheung,1,nan,40000000.0,nan,6.8
Patricia Ha,1,nan,40000000.0,nan,6.8
James Purefoy,4,nan,98500000.0,nan,23.299999999999997
Rachel Hurd-Wood,2,nan,54000000.0,86.0,11.1
Keir Charles,1,nan,40000000.0,nan,6.4
Ian Aspinall,1,nan,40000000.0,nan,6.4
Jonah Russell,1,nan,40000000.0,nan,6.4
Jiao Xu,2,nan,60000000.0,nan,12.7
Guanlin Ji,1,nan,40000000.0,nan,6.3
Ying Huang,1,nan,40000000.0,nan,6.3
Ciara Bravo,1,nan,40000000.0,44.0,6.6
Ophelia Lovibond,1,nan,40000000.0,60.0,6.0
Wallace Shawn,2,nan,40475000.0,143.0,13.7
Theeradanai Suwannahom,1,nan,40000000.0,nan,4.7
Artit Tangwiboonpanit,1,nan,40000000.0,nan,4.7
Patcharee Tubthong,1,nan,40000000.0,nan,4.7
Kathy Najimy,3,nan,70000000.0,130.0,18.6
Ron Livingston,6,250358611.0,134000000.0,321.0,40.599999999999994
Richard Pryor,2,120815493.0,69000000.0,60.0,11.1
Nathan Fillion,6,nan,92250000.0,nan,41.4
Gina Torres,3,63579639.0,78000000.0,197.0,21.1
Omar Epps,5,101028297.0,89000000.0,262.0,32.699999999999996
Bree Turner,1,88915214.0,38000000.0,28.0,6.4
William Shatner,8,nan,184500000.0,nan,53.00000000000001
Malcolm McDowell,3,78734859.0,54500000.0,163.0,17.9
Thomas Middleditch,3,82013858.0,72000000.0,107.0,17.0
Raini Rodriguez,1,71038190.0,38000000.0,13.0,4.4
Eduardo Verástegui,3,85238776.0,50300000.0,93.0,16.299999999999997
Zoey Deutch,4,108486209.0,55000000.0,163.0,24.5
Tangie Ambrose,1,60323786.0,38000000.0,39.0,6.2
Vicellous Shannon,1,50699241.0,38000000.0,74.0,7.6
Katee Sackhoff,3,nan,53000000.0,nan,18.6
Billy Campbell,1,40007742.0,38000000.0,25.0,5.7
Tessa Allen,1,40007742.0,38000000.0,25.0,5.7
Matthew Zuk,1,34916787.0,38000000.0,33.0,5.2
Gabriela Lopez,1,34916787.0,38000000.0,33.0,5.2
Daniel Brühl,8,nan,162400000.0,451.0,54.2
Jeremy Sisto,5,61818427.0,56250000.0,245.0,30.700000000000003
Julie Bowen,2,61595745.0,48000000.0,73.0,12.5
Kelly Lynch,3,76869349.0,78000000.0,117.0,17.7
Jovan Adepo,1,21704844.0,38000000.0,60.0,6.6
Wyatt Russell,1,21704844.0,38000000.0,60.0,6.6
Mathilde Ollivier,1,21704844.0,38000000.0,60.0,6.6
Lena Olin,3,44100363.0,58600000.0,109.0,18.700000000000003
Wilford Brimley,2,20481966.0,39000000.0,119.0,15.0
Helena Zengel,1,12668325.0,38000000.0,73.0,6.8
Tom Astor,1,12668325.0,38000000.0,73.0,6.8
Tiffany Haddish,5,152580686.0,141000000.0,242.0,29.099999999999998
Caroline Goodall,1,10292300.0,38000000.0,53.0,6.6
John Savage,1,10292300.0,38000000.0,53.0,6.6
Toby Jones,2,9024337.0,51000000.0,126.0,13.4
Claudia Stedelin,1,6492660.0,38000000.0,nan,6.4
James Van Der Beek,3,60050162.0,58000000.0,129.0,18.299999999999997
Mischa Barton,1,nan,38000000.0,nan,4.7
Ryan Cartwright,1,nan,38000000.0,nan,4.7
J. Todd Smith,1,41152203.0,37500000.0,41.0,5.7
Billy Burke,4,nan,69000000.0,nan,21.8
Abigail Breslin,10,nan,159300000.0,nan,63.9
Tracy Morgan,2,77062498.0,62000000.0,68.0,11.1
Juan Carlos Hernández,1,44875481.0,37000000.0,31.0,5.5
Colin O'Donoghue,1,33047633.0,37000000.0,38.0,6.0
Timothy Muskatell,1,nan,37000000.0,nan,3.8
Trent Haaga,1,nan,37000000.0,nan,3.8
Tina Birchfield,1,nan,37000000.0,nan,3.8
Gabriela Oltean,1,71756802.0,36000000.0,30.0,7.1
Peter Greene,1,68518533.0,36000000.0,46.0,6.3
Klaus Maria Brandauer,3,177297206.0,78000000.0,199.0,19.9
Craig Robinson,5,106852114.0,90000000.0,240.0,29.099999999999998
J.T. Walsh,2,74603265.0,40833610.0,157.0,15.0
Nathan Gamble,1,42024533.0,36000000.0,58.0,6.4
Liyabuya Gongo,1,31846530.0,36000000.0,54.0,5.6
Martin Munro,1,31846530.0,36000000.0,54.0,5.6
Daniel Hadebe,1,31846530.0,36000000.0,54.0,5.6
Yûki Kudô,1,14417593.0,36000000.0,44.0,6.7
Nathan Lane,1,2962465.0,36000000.0,34.0,5.3
Wes Bentley,8,nan,142000000.0,326.0,44.89999999999999
Dougray Scott,5,nan,129000000.0,nan,30.299999999999997
Lynn Whitfield,2,101443247.0,45200000.0,89.0,10.8
Bill Skarsgård,2,369717925.0,39500000.0,147.0,14.3
Jaeden Martell,2,333379955.0,45000000.0,100.0,13.899999999999999
Quinton Aaron,1,255982860.0,35000000.0,53.0,7.6
Tim McGraw,3,334369425.0,70000000.0,142.0,19.9
Michael York,4,nan,67200000.0,177.0,24.0
Ken Leung,1,141186864.0,35000000.0,60.0,7.0
John Cho,5,217904262.0,57580000.0,316.0,34.0
Adrian Grenier,4,nan,50500000.0,nan,23.4
Alexa PenaVega,6,nan,79300000.0,nan,34.3
Daryl Sabara,3,117280047.0,50000000.0,197.0,17.9
Melissa Barrera,1,108161389.0,35000000.0,61.0,6.5
Jenna Ortega,2,119926698.0,36000000.0,140.0,13.1
Annie Rose Buckley,1,83301580.0,35000000.0,65.0,7.5
Leonard Nimoy,7,nan,166000000.0,nan,46.400000000000006
DeForest Kelley,6,475595828.0,146000000.0,353.0,40.7
Jessica Lange,8,381906018.0,135500000.0,498.0,52.6
Juliette Binoche,6,170990849.0,121000000.0,394.0,41.2
Emma Roberts,7,164438084.0,100000000.0,381.0,43.1
Jake T. Austin,2,73035489.0,50000000.0,91.0,11.2
Maude Apatow,1,67544505.0,35000000.0,59.0,6.2
Heather Langenkamp,3,96042118.0,41800000.0,201.0,21.4
Robert Englund,9,nan,93950000.0,nan,52.50000000000001
Natasha Henstridge,6,nan,141800000.0,nan,32.6
Michael Madsen,7,nan,96550000.0,nan,41.199999999999996
Margo Martindale,1,59713955.0,35000000.0,61.0,7.2
Mako,1,54149098.0,35000000.0,41.0,6.2
Angela Bassett,10,274710052.0,172100000.0,579.0,60.1
JoBeth Williams,2,154354602.0,45700000.0,158.0,14.6
Heather O'Rourke,3,168469090.0,55200000.0,198.0,19.3
Jeremy Ray Taylor,1,46700633.0,35000000.0,53.0,5.6
Beau Bridges,2,nan,37300000.0,94.0,11.899999999999999
Ryan McCluskey,1,40119709.0,35000000.0,33.0,6.6
Irma P. Hall,1,39799191.0,35000000.0,56.0,6.2
Colin Egglesfield,2,nan,38000000.0,nan,11.1
Keisha Castle-Hughes,2,58409497.0,39300000.0,132.0,14.3
Shohreh Aghdashloo,2,112702285.0,53000000.0,98.0,13.5
Alex O'Loughlin,1,37490007.0,35000000.0,34.0,5.3
Michaela Watkins,1,37490007.0,35000000.0,34.0,5.3
Lauren Cohan,2,71928314.0,45000000.0,80.0,12.1
Iko Uwais,2,36185047.0,45000000.0,98.0,11.7
Sofía Vergara,2,40710250.0,44000000.0,64.0,9.899999999999999
Matthew Del Negro,1,34580201.0,35000000.0,31.0,5.1
Katie Leung,1,34393507.0,35000000.0,55.0,7.0
